favorited	contributors	truncated	text	created_at	retweeted	in_reply_to_status_id_str	coordinates	in_reply_to_user_id_str	source	in_reply_to_status_id	in_reply_to_screen_name	id_str	place	retweet_count	geo	id	possibly_sensitive	in_reply_to_user_id
None	False	RT @silvertje: Het is opgelost! url'etje RT @onzetaal Het verkleinwoord van url is url'etje; vergelijk bijvoorbeeld gsm'etje: http://bit ...	Fri Sep 10 09:58:40 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	24091867399	None	2	None	24091867399	None
None	False	RT @michaelzimmer: Things That Are Now Embarrassing to Search For on Google http://t.co/b3vWBjV via @gawker #google #instant	None	24023136741	<a href="http://www.flipboard.com" rel="nofollow">Flipboard</a>	False	None	None	24023136741	2	None	False	None	None	False	Thu Sep 09 16:11:31 +0000 2010	None	None
None	False	RT @dannysullivan: awesome. people checked google instant "alphabet" so much that google trends was briefly all letters http://bit.ly/9t ...	Thu Sep 09 07:54:43 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	23990343612	None	50	None	23990343612	None
None	False	RT @google: With Google Instant, we predict what query you're typing & display the results for that query in real-time #googleinstant	Wed Sep 08 20:10:56 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	23943975824	None	479	None	23943975824	None
None	False	RT @jamesseddon: So glad Google finally fixed search. I for one was sick of staring at a blank screen waiting 0.24 seconds for my results	Wed Sep 08 20:08:40 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	23943837280	None	135	None	23943837280	None
None	False	RT @google: Google Instant is rolling out to people w/ Instant-capable browsers in France, Germany, Italy, Russia, Spain, U.K. & U.S.	Wed Sep 08 20:08:21 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	23943818007	None	246	None	23943818007	None
None	False	RT @jeffjarvis: One-letter instant search presumptions appear to be both local and personalized (they know what I've looked for).	Wed Sep 08 20:08:07 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	23943803431	None	3	None	23943803431	None
None	False	RT @jeffjarvis: One-letter presumptions make it clear that the more we tell Google, the more relevant the results we'll get.	Wed Sep 08 20:07:18 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	23943755272	None	7	None	23943755272	None
None	False	RT @jeffjarvis: Brin: "We want Google to be the third half of your brain." http://bit.ly/cP8wEe	Wed Sep 08 20:06:04 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	23943679482	None	20	None	23943679482	None
False	None	False	sound you can see (schiphol's noise levels) http://bit.ly/1pCs57 (via @marijkevandieck)	Wed Sep 08 19:48:25 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	23942575867	None	0	None	23942575867	None
False	None	False	Here's Twitter's Big Problem: It's Not Going Mainstream http://bit.ly/9icHfs	Wed Sep 08 13:05:41 +0000 2010	False	None	None	None	web	None	None	23912057661	None	0	None	23912057661	None
False	None	False	The Truth About Infographics http://t.co/6nknEbd	Wed Sep 08 08:48:54 +0000 2010	False	None	None	None	<a href="http://twitter.com/tweetbutton" rel="nofollow">Tweet Button</a>	None	None	23897877615	None	1	None	23897877615	False	None
False	None	False	@bitsoffreedom also see "don't copy that floppy" http://youtu.be/up863eQKGUI	Wed Sep 08 08:31:21 +0000 2010	False	None	None	55914675	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	bitsoffreedom	23897078938	None	0	None	23897078938	55914675
None	False	RT @Infodisiac: #Wikipedia edits: a global perspective. Europeans most active in editing Wikipedia (all languages combined). http://bit. ...	Tue Sep 07 21:37:03 +0000 2010	False	None	None	None	<a href="http://www.flipboard.com" rel="nofollow">Flipboard</a>	None	False	None	23272719859	None	6	None	23272719859	None
None	False	RT @zephoria: Woah - this video is a harsh critique of Google & privacy. Apparently, it's being broadcast in NY's Times Square: http://b ...	Fri Sep 03 15:14:16 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	22895406938	None	24	None	22895406938	None
False	None	False	@roostweets echt :)	Fri Sep 03 12:49:08 +0000 2010	False	None	None	16958154	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	roostweets	22883950963	None	0	None	22883950963	16958154
False	None	False	@roostweets true that, heb jaren terug backstage in melkweg vodka met em gedronken :)	Fri Sep 03 12:44:14 +0000 2010	False	None	None	16958154	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	roostweets	22883624322	None	0	None	22883624322	16958154
False	None	False	@roostweets the situation is dat ik de text versie leuker vond :)	Fri Sep 03 12:33:54 +0000 2010	False	22882371573	None	16958154	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	22882371573	roostweets	22882937851	None	0	None	22882937851	16958154
False	None	False	One slide  about the lippmannian device featured on the Guardian data blog :) http://bit.ly/buvQUt	Fri Sep 03 12:13:11 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	22881613808	None	2	None	22881613808	None
False	None	False	#ddj RT @edial: Awesome! @annalena (who also works in our office), has her work featured on The Guardian blog...! http://bit.ly/buvQUt	Fri Sep 03 12:12:38 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	22881580026	None	0	None	22881580026	None
None	False	RT @flowingdata: Statistical literacy guides for the basics http://datafl.ws/10z	Fri Sep 03 09:18:02 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	22873147153	None	16	None	22873147153	None
None	False	RT @EricssonLabs: In The Coming HTML5 Browser Wars, The Markup Should Remain The Same (by techcrunch) http://icio.us/x3zih5	Fri Sep 03 09:17:09 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	22873109027	None	5	None	22873109027	None
None	False	RT @wilbertbaan: RT @EHPO: Briljant. RT @SoisStefto Huge bear attacks after being shot by hunter! http://tinyurl.com/2vm3p5u (tip: try ' ...	Thu Sep 02 12:00:39 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	22791891143	None	1	None	22791891143	None
None	False	RT @sivavaid: RT @nytimesworld: Blair Recalls Bush Asked, 'Who Is This Guy?' After Meeting Belgium's Leader http://nyti.ms/cQ3GFT	Wed Sep 01 20:23:30 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	22737855218	None	1	None	22737855218	None
False	None	False	zoethout zagen, ftw!	Wed Sep 01 13:52:04 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	22708723135	None	0	None	22708723135	None
None	False	RT @citizenlab: "Google is made of us, a sort of coral reef of human minds and their products." William Gibson NY TImes oped http://nyti ...	Wed Sep 01 13:23:39 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	22706550492	None	7	None	22706550492	None
None	False	RT @lottebelice: Dutch Art Map: overview of various existing infrastructures for contemporary visual arts in the Netherlands. http://bit ...	Wed Sep 01 12:45:22 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	22703757138	None	1	None	22703757138	None
False	None	False	http://swarmation.net you are one pixel, you need to cooperate	Tue Aug 31 15:58:21 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	22628391172	None	0	None	22628391172	None
None	False	RT @richardrogers: Opening party for New Media UvA students and staff, Thursday, 2 September, starts at 8.30 in the evening, http://tiny ...	Tue Aug 31 15:44:20 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	22627242946	None	2	None	22627242946	None
False	None	False	UvA sloomheid: bespreek je in feb een server voor het nwe academische jaar, beginnen ze vandaag met het installeren vd sw :s	Mon Aug 30 09:14:29 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	22509711217	None	0	None	22509711217	None
False	None	False	good todo list software, anyone? #durftevragen	Mon Aug 30 07:56:18 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	22506330133	None	0	None	22506330133	None
None	False	RT @caricevhouten: Haha. Classic. http://twitpic.com/2jeyl7	Mon Aug 30 07:49:29 +0000 2010	False	None	None	None	<a href="http://www.flipboard.com" rel="nofollow">Flipboard</a>	None	False	None	22506070802	None	343	None	22506070802	None
None	False	RT @sivavaid: This is one reason no one should enroll in #NYU Abu Dhabi campus: http://bit.ly/9Xi99L #highered	Mon Aug 30 07:45:12 +0000 2010	False	None	None	None	<a href="http://www.flipboard.com" rel="nofollow">Flipboard</a>	None	False	None	22505889686	None	2	None	22505889686	None
False	None	False	@AlexanderNL wie niet?	Wed Aug 25 12:30:46 +0000 2010	False	22081963564	None	2239701	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	22081963564	AlexanderNL	22084278714	None	0	None	22084278714	2239701
False	None	False	supercool! #ofof RT @PanMan: Direct link to the OneFrameOfFame Lowlands edition: http://bit.ly/b4OaAz	Tue Aug 24 11:46:26 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	21994052865	None	1	None	21994052865	None
None	False	RT @nicolaskb: #ddj "If we recode Many Eyes, we'll use javascript". 'If'... Let's hope it comes soon!	Tue Aug 24 10:35:51 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	21990402127	None	4	None	21990402127	None
None	False	RT @edial: RT @JosK: #HVA #IAM zoekt docent internetstandaarden (XHTML/CSS). 6 wkn plus voorbereiden en beoordelen (1,5/2 dag pw). Start ...	Tue Aug 24 09:54:00 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	21988407235	None	1	None	21988407235	None
False	None	False	@esthr ben benieuwd	Tue Aug 24 09:39:15 +0000 2010	False	21987613391	None	8104332	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	21987613391	esthr	21987744773	None	0	None	21987744773	8104332
False	None	False	@esthr pic pic pic! :)	Tue Aug 24 09:31:41 +0000 2010	False	21987097438	None	8104332	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	21987097438	esthr	21987409904	None	0	None	21987409904	8104332
False	None	False	@silvertje dank je voor alle extracts!	Tue Aug 24 09:31:33 +0000 2010	False	None	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	silvertje	21987404414	None	0	None	21987404414	8273852
None	False	RT @iagox86: If you haven't seen it yet, check out the massive @nmap favicon survey: http://nmap.org/favicon	Tue Aug 24 07:12:12 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	21981413607	None	12	None	21981413607	None
False	None	False	@silvertje yes, blog plz! :)	Tue Aug 24 07:04:18 +0000 2010	False	21950342617	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	21950342617	silvertje	21981065738	None	0	None	21981065738	8273852
False	None	False	@AlexanderNL je kan beter een gecko nano pad gebruiken (plakt alles zonder plaksporen), see http://bit.ly/a255UV	Mon Aug 23 13:34:10 +0000 2010	False	21913018851	None	2239701	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	21913018851	AlexanderNL	21914239092	None	0	None	21914239092	2239701
None	False	RT @greg_elmer: RT @davidakin: Things I learned today: Inuit word for Internet is ikiaqqivik , means "travelling through layers" http:// ...	Mon Aug 23 07:55:24 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	21896216739	None	1	None	21896216739	None
False	None	False	@silvertje tab, enter	Sat Aug 21 13:14:33 +0000 2010	False	None	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	silvertje	21747480346	None	0	None	21747480346	8273852
None	False	RT @citizenlab: RT @jasonnolan: Apple Patents Remotely Disabling Jailbroken Phones: taking pictures of user; GPS location http://bit.ly/ ...	Sat Aug 21 13:03:38 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	21746820948	None	3	None	21746820948	None
None	False	RT @ontzettend: Amsterdam police uses Bluetooth to monitor #SAIL2010 visitors (Dutch): www.bit.ly/d5cWJ3 "Please enable BT, Big Brother  ...	Wed Aug 18 12:37:58 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	21486706547	None	1	None	21486706547	None
None	False	RT @silvertje: The Leaky Garden Project - Your Web 2.0 context indexed by search engines * ons project werkt weer! thnx @ekborra http:// ...	Tue Aug 17 21:05:41 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	21432995298	None	3	None	21432995298	None
False	None	False	who can recommend some data sources for things connected to the net (e.g. pachube.com)	Mon Aug 16 15:34:09 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	21323778946	None	0	None	21323778946	None
False	None	False	does not pay attention RT @silvertje: *deprimerend* *huilt* *bureaucratie* - Metro voor niets vijf weken dicht http://bit.ly/c3q51C	Mon Aug 16 14:15:33 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	21318143645	None	0	None	21318143645	None
None	False	RT @bitsoffreedom: Graag gedaan! @Djoowen: 5 goede redenen waarom we onze privé-gegevens moeten blijven beschermen. http://ow.ly/2q5ah T ...	Mon Aug 16 12:40:12 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	21311540446	None	13	None	21311540446	None
False	None	False	@panman, order them, put them next to each other on your finger, slide cap over, clamp! :)	Mon Aug 16 12:15:13 +0000 2010	False	21309935809	None	5468472	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	21309935809	PanMan	21309990256	None	0	None	21309990256	5468472
None	False	RT @golan: (via @hmason via @communicating) GRAB NOW 5.5GB of twitter data under creative commons: http://bit.ly/9KMaAd	Sun Aug 15 18:40:01 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	21251091480	None	14	None	21251091480	None
None	False	RT @PascalVanHecke: Brilliant! By @jaspervdj: your own personal random tweet generator http://zeus.ugent.be:4011/ based on Markov chaini ...	Fri Aug 13 14:19:05 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	21067439299	None	1	None	21067439299	None
False	None	False	@gamespacenl 't schijnt dat ibooks ook kindle apps leest en vanaf ios 4 ook kan highlighten etc	Thu Aug 12 19:09:20 +0000 2010	False	20993150089	None	17542129	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	20993150089	gamespacenl	20998677824	None	0	None	20998677824	17542129
False	None	False	@gamespacenl ik ben ontzettend blij met papers van mekentosj, doet meer, synct met ipad :)	Thu Aug 12 16:34:06 +0000 2010	False	20985853702	None	17542129	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	20985853702	gamespacenl	20988663197	None	0	None	20988663197	17542129
None	False	RT @BasvanLieshout: Frisse analyse van wat een foto in de sociale media technisch een goede foto maakt: http://bit.ly/czjvur	Wed Aug 11 09:04:47 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	20871141835	None	12	None	20871141835	None
False	None	False	@lottebelice i use it all the time to watch bbc :)	Tue Aug 10 11:12:05 +0000 2010	False	20786392668	None	20756483	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	20786392668	lottebelice	20786432909	None	0	None	20786432909	20756483
False	None	False	@lottebelice 12vpn.com :)	Mon Aug 09 21:36:42 +0000 2010	False	20738241225	None	20756483	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	20738241225	lottebelice	20738771475	None	0	None	20738771475	20756483
False	None	False	@silvertje higlight laat ik maandag wel zien.  Kan je nog opblaaskussen voor ons meenemen ajn? ktnxbai	Thu Aug 05 12:07:18 +0000 2010	False	20377174666	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	20377174666	silvertje	20382712079	None	0	None	20382712079	8273852
False	None	False	@silvertje nee, geen enkel probleem met highlighten in papers, werkt perfect. Heb hele 1st week reader geannoteerd en gehighlight :)	Thu Aug 05 09:42:43 +0000 2010	False	20312835810	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	20312835810	silvertje	20375783936	None	0	None	20375783936	8273852
False	None	False	@maartenbouwhuis webshop voor veelvliegers: http://www.flight001.com/	Wed Aug 04 15:21:09 +0000 2010	False	20309401333	None	18969779	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	20309401333	maartenbouwhuis	20311932701	None	0	None	20311932701	18969779
None	False	RT @bitsoffreedom: Goed artikel over WL en surveillance RT @wikileaks Mass spying on US-250Mil IPs: Project Vigilant http://bit.ly/c1GcoY	Wed Aug 04 14:53:23 +0000 2010	False	None	None	None	<a href="http://www.flipboard.com" rel="nofollow">Flipboard</a>	None	False	None	20310015696	None	3	None	20310015696	None
False	None	False	@silvertje 't is een leuke literatuurlijst!  Erg van genoten :)	Wed Aug 04 10:27:15 +0000 2010	False	None	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	silvertje	20294485015	None	0	None	20294485015	8273852
None	False	RT @bitsoffreedom: Classic! Doch behoorlijk nerdy.  RT @Fenrir check out http://youtu.be/3adw9oLBkBI RAP NEWS: Wikileaks vs The Pentagon ...	Mon Aug 02 08:41:15 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	20125117158	None	6	None	20125117158	None
False	None	False	@silvertje heb je daar een pomp voor?	Sat Jul 31 13:41:15 +0000 2010	False	19991997203	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	19991997203	silvertje	19992035245	None	0	None	19992035245	8273852
False	None	False	@silvertje kom is op skype joh! Heb je een luchtbed met pomp met een grote teut?	Sat Jul 31 13:19:55 +0000 2010	False	19988888280	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	19988888280	silvertje	19990841671	None	0	None	19990841671	8273852
None	False	RT @gamespacenl: Dus de PVV gaat een minderheid gedogen?	Sat Jul 31 11:06:38 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	19984560190	None	15	None	19984560190	None
False	None	False	@sneakerpeet u'll get them when u ride the jodebree straat	Thu Jul 29 15:46:19 +0000 2010	False	19834964676	None	787094	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	19834964676	peetsneekes	19835483098	None	0	None	19835483098	787094
False	None	False	Nice! Want To Play! RT @silvertje: Stomme toeristen die niet weten wat fietspaden zijn. Grand Theft Bike: Amsterdam Tourist Edition.	Thu Jul 29 15:14:33 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	19833192326	None	1	None	19833192326	None
False	None	False	@silvertje dat zijn alleen facebook namen en dus niet bijster interessant, zie ook zittrain: http://bit.ly/9OsnJ6	Thu Jul 29 12:25:08 +0000 2010	False	None	None	8273852	web	None	silvertje	19821620635	None	0	None	19821620635	8273852
False	None	False	@silvertje dat zijn alleen voornamen en dus niet bijster interessant, zie ook zittrain: http://bit.ly/9OsnJ6	Thu Jul 29 12:12:28 +0000 2010	False	19819501370	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	19819501370	silvertje	19820896309	None	0	None	19820896309	8273852
None	False	RT @zittrain: Huge Facebook privacy breach?  Fascinating, but keep pitchforks holstered: http://bit.ly/9OsnJ6	Thu Jul 29 10:47:42 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	19816564048	None	25	None	19816564048	None
None	False	RT @Gephi: RT @snurb_dot_info: Twitter Concept Mapping with Wordstat and Gephi: First Steps http://nblo.gs/6hun1	Thu Jul 29 10:43:27 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	19816373933	None	4	None	19816373933	None
None	False	RT @citizenlab: The 7 people who can restart the Internet http://bit.ly/bOwfgL	Wed Jul 28 19:59:33 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	19766381833	None	5	None	19766381833	None
False	None	False	@ontzettend welkom om sail bij ons te komen volgen :)	Wed Jul 28 18:21:48 +0000 2010	False	None	None	15077071	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	ontzettend	19760681199	None	0	None	19760681199	15077071
None	False	RT @tomlapille: http://www.last.fm/robots.txt is incredible.	Wed Jul 28 18:20:00 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	19760570404	None	13	None	19760570404	None
False	None	False	@silvertje via Surfspot krijg je als student 50% korting op dataabo (voor laptop of iPad). Dus onbeperkt inet, 28mbps voor €25pm	Tue Jul 27 14:42:29 +0000 2010	False	19660828050	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	19660828050	silvertje	19661781631	None	0	None	19661781631	8273852
None	False	RT @wol: Dit is dus niet ironisch. Denk ik. En ik doe het. Stap-voor-stap. http://youtu.be/P0bNfs7xa2M	Tue Jul 27 14:41:59 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	19661745306	None	5	None	19661745306	None
False	None	False	RT @Zuurstof: RT @guardiantech: Wikileaks' Afghanistan war logs: how our datajournalism operation worked http://bit.ly/c4m3kK	Tue Jul 27 13:06:55 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	19655048520	None	0	None	19655048520	None
None	False	RT @fffffat: Get audio-visual notifications when Google is monitoring your web-browsing -  Google Alarm http://fffff.at/google-alarm/	Tue Jul 27 13:06:32 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	19655024143	None	25	None	19655024143	None
False	None	False	@Bjorn_W enjoy!	Fri Jul 16 09:31:31 +0000 2010	False	18671395705	None	23947239	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	18671395705	Bjorn_W	18673101719	None	0	None	18673101719	23947239
False	None	False	@silvertje yep in .be	Fri Jul 16 09:29:14 +0000 2010	False	18634328133	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	18634328133	silvertje	18673003079	None	0	None	18673003079	8273852
False	None	False	@citizenlab as long as kindle is  only 1 of the formats it's ok.  I also like pdfs, text files, .pub, ...	Thu Jul 15 17:35:32 +0000 2010	False	18616145697	None	35341530	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	18616145697	citizenlab	18619029796	None	0	None	18619029796	35341530
False	None	False	@silvertje mijn ma heeft het een paar jaar geleden gedaan, is uitermate tevreden	Thu Jul 15 15:22:46 +0000 2010	False	18608308055	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	18608308055	silvertje	18609965937	None	0	None	18609965937	8273852
None	False	RT @Gephi: Announcing the Gephi Toolkit  http://bit.ly/b3R2w3 use Gephi as a library, reuse and mashup #java #sna #graphviz	Wed Jul 14 10:19:01 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	18509396966	None	10	None	18509396966	None
None	False	RT @ontzettend: Oranje is van ons allemaal! Teken de petitie op http://petities.nl/petitie/oranje-is-van-ons-allemaal-wk2010 #sbs6 #nos  ...	Fri Jul 09 13:57:08 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	18119755602	None	32	None	18119755602	None
False	None	False	@silvertje komt goed! Toi toi toi! Fingers crossed, duimen in de mond! 's Een goed stuk!	Tue Jun 29 08:45:56 +0000 2010	False	17318215626	None	8273852	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	17318215626	silvertje	17318497910	None	0	None	17318497910	8273852
False	None	False	@FiekeJ @silvertje @esthr not inside please ...	Mon Jun 28 12:19:25 +0000 2010	False	None	None	101770339	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	FiekeJ	17247074904	None	0	None	17247074904	101770339
None	False	RT @silvertje: Airco that was freezing us, hacked by @ekborra - http://moby.to/z7rmtm	Mon Jun 28 11:45:50 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	17245346863	None	1	None	17245346863	None
None	False	RT @mathys: the trending optical illusions! #wc10 - [Re:] http://moby.to/e0ptqh	Mon Jun 28 11:43:53 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	17245250362	None	15	None	17245250362	None
False	None	False	@AlexanderNL he should have used gecko stickers!	Mon Jun 28 10:17:21 +0000 2010	False	17241352118	None	2239701	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	17241352118	AlexanderNL	17241487909	None	0	None	17241487909	2239701
False	None	False	google flu! @silvertje: logit(I(t)) 5 alogit(Q(t)) 1 e, where I(t) is % of ILI physician visits, Q(t) is the ILI-related query fraction @ t	Mon Jun 28 06:36:08 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	17232652792	None	0	None	17232652792	None
None	False	RT @MariekevDijk: Web sphères in zonnig Parijs - veel inspiratie voor nieuwe #DMI projecten, goede host - verwent worden met fingerfoods ...	Wed Jun 23 14:51:15 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	16855197012	None	1	None	16855197012	None
None	False	RT @Gephi: RT @sociomantic: Olli predicts Netherlands v. Brazil on 11 July based on this football #SNA: http://bit.ly/9byoUa #madewithgephi	Wed Jun 23 14:50:37 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	False	None	16855158695	None	1	None	16855158695	None
False	None	False	workshopping in Paris @ Fondation Maison des Sciences de l'Homme	Tue Jun 22 14:35:50 +0000 2010	False	None	None	None	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	None	None	16775841086	None	0	None	16775841086	None
False	None	False	@Zuurstof that's what i thought :l)	Mon Jun 21 20:20:24 +0000 2010	False	16718650649	None	16254100	<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>	16718650649	Zuurstof	16719033609	None	0	None	16719033609	16254100
