contributors	truncated	text	in_reply_to_status_id	id	source	retweeted	coordinates	in_reply_to_screen_name	id_str	retweet_count	in_reply_to_user_id	favorited	geo	in_reply_to_user_id_str	possibly_sensitive	screen_name	created_at	in_reply_to_status_id_str	place
None	False	@guidafonseca nope, not working on this particular http://t.co/lZ0ynaOy	247703372055068675	247938749999226880	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	guidafonseca	247938749999226880	0	15807117	False	None	15807117	False	ekborra	Tue Sep 18 06:02:59 +0000 2012	247703372055068675	None
None	False	Map of the Web (incomplete but huge and awesome nonetheless) http://t.co/A3qwYNXR	None	247656915646177280	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	247656915646177280	0	None	False	None	None	False	ekborra	Mon Sep 17 11:23:04 +0000 2012	None	None
None	False	Kan het Internet kapot? http://t.co/wEVUij9D	None	247630253911076864	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	247630253911076864	0	None	False	None	None	False	ekborra	Mon Sep 17 09:37:07 +0000 2012	None	None
None	False	RT @mdieter: From BBC, Who is the most illegally shared artist near you? - http://t.co/lm4BEPG2	None	247620549172412416	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	247620549172412416	1	None	False	None	None	False	ekborra	Mon Sep 17 08:58:34 +0000 2012	None	None
None	False	Interesting article on the future of Google (maps) and how the world is made searchable http://t.co/8Q9Kovfb	None	247574665676091392	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	247574665676091392	1	None	False	None	None	False	ekborra	Mon Sep 17 05:56:14 +0000 2012	None	None
None	False	NL New media events calendar with a focus on Amsterdam http://t.co/JkdtLQgl	None	247570196661944320	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	247570196661944320	2	None	False	None	None	False	ekborra	Mon Sep 17 05:38:29 +0000 2012	None	None
None	False	understanding online star ratings http://t.co/p83Mn0fC #xkcd	None	247360827416535040	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	247360827416535040	0	None	False	None	None	False	ekborra	Sun Sep 16 15:46:31 +0000 2012	None	None
None	False	RT @silvertje: Programming: coping with meaninglessness by @RiederB http://t.co/dgdmiyXC	None	247358658005061632	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	247358658005061632	2	None	False	None	None	False	ekborra	Sun Sep 16 15:37:54 +0000 2012	None	None
None	False	Counting to 100 with ages of Amsterdammers: neat video at http://t.co/fnmVrWMY via @tTikitu	None	246888143134007296	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	246888143134007296	0	None	False	None	None	False	ekborra	Sat Sep 15 08:28:14 +0000 2012	None	None
None	False	RT @mirkoschaefer: It's just bc EU is not yet attacked by drones "@RoboticsEU: 70% of Europeans have positive view on #robots: http://t. ...	None	246596375268188160	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	246596375268188160	1	None	False	None	None	ekborra	Fri Sep 14 13:08:52 +0000 2012	None	None
False	None	False	@__nate__ congrats dr nate!	Fri Sep 14 10:38:56 +0000 2012	False	246554106444013570	None	22474421	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	246554106444013570	ekborra	__nate__	246558646425747456	None	0	None	246558646425747456	22474421
None	False	RT @smykos: Behavioral Advertising: The Offer You Cannot Refuse, Harvard Law &amp; Policy Review 273 (2012), http://t.co/9I6CdtgM #critique	None	246223109257056257	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	246223109257056257	2	None	False	None	None	False	ekborra	Thu Sep 13 12:25:38 +0000 2012	None	None
None	False	Improving your search skills: search literacy lessons by google https://t.co/sPuc2u9y	None	246196432724451328	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	246196432724451328	0	None	False	None	None	False	ekborra	Thu Sep 13 10:39:38 +0000 2012	None	None
None	False	RT @mariekevdijk: RT @waag: #opendata If you can't open it, you don't own it ~Bas van Abel http://t.co/5tJimmUP #hackdeoverheid	None	246172408053108736	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	246172408053108736	1	None	False	None	None	False	ekborra	Thu Sep 13 09:04:10 +0000 2012	None	None
None	False	RT @cms_mit: George Lakoff podcast: "The Brain's Politics: How Campaigns Are Framed and Why" http://t.co/B5ydyhB9	None	245913400167763968	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	245913400167763968	2	None	False	None	None	False	ekborra	Wed Sep 12 15:54:58 +0000 2012	None	None
None	False	RT @jorisluyendijk: Waanzinnig. Alle vluchten op dit moment, in real time. Wat zijn we toch een drukke diersoort! http://t.co/4FK90aF5	None	245909711604568064	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	245909711604568064	32	None	False	None	None	False	ekborra	Wed Sep 12 15:40:18 +0000 2012	None	None
None	False	RT @Packetknife: Malware Analysis: The Danger of Connecting the Dots - http://t.co/Ioq7xVbk	None	245906531336482816	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	245906531336482816	3	None	False	None	None	False	ekborra	Wed Sep 12 15:27:40 +0000 2012	None	None
False	None	False	@silvertje yes! Zoete aardappel en koriander :)	Wed Sep 12 15:15:29 +0000 2012	False	245899625985368064	None	8273852	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	245899625985368064	ekborra	silvertje	245903466214592512	None	0	None	245903466214592512	8273852
None	False	RT @aliekens: Happy programmer's day! (today being the 256th day of the year) https://t.co/Wu5a3BHU	None	245887192944234496	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	245887192944234496	2	None	False	None	None	False	ekborra	Wed Sep 12 14:10:49 +0000 2012	None	None
None	False	RT @virtueelp: We komen vaak leuke nieuwe e-cultuurprojecten en -werken tegen die we graag delen. Bekijk nieuw werk op onze #Pinterest h ...	None	245887154302119936	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	245887154302119936	1	None	False	None	None	ekborra	Wed Sep 12 14:10:40 +0000 2012	None	None
None	False	RT @NetwerkDem: Leuke app die ook afgelopen zaterdag gemaakt is: http://t.co/LfEYIJ5n	None	245855404687519744	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	245855404687519744	3	None	False	None	None	False	ekborra	Wed Sep 12 12:04:30 +0000 2012	None	None
None	False	@cgrltz get a tablet! An old one https://t.co/6n7bZjZn or a new one http://t.co/Gu0dPTU7	245525864656289792	245527547989876736	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	cgrltz	245527547989876736	0	47438273	False	None	47438273	False	ekborra	Tue Sep 11 14:21:43 +0000 2012	245525864656289792	None
None	False	http://t.co/kNUUlJLh has a new design! Now including the first 30 posts of our new M.A. students	None	245501221312557056	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	245501221312557056	0	None	False	None	None	False	ekborra	Tue Sep 11 12:37:07 +0000 2012	None	None
None	False	Wikipedia.JS is a small JS library for accessing information in Wikipedia articles such as dates, places, abstracts http://t.co/bvNBe4fR	None	245497746155528193	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	False	None	None	245497746155528193	0	None	False	None	None	False	ekborra	Tue Sep 11 12:23:18 +0000 2012	None	None
None	False	RT @RiederB: new netvizz feature: bipartite like networks #gephi #datavis http://t.co/pw8ljMwN	None	244533212745981952	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	False	None	None	244533212745981952	3	None	False	None	None	False	ekborra	Sat Sep 08 20:30:35 +0000 2012	None	None
None	False	RT @Gephi: RT @riederb: new netvizz feature: bipartite like networks #gephi #datavis #facebook #sna http://t.co/rbSWiGxc	None	244527715212988416	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	False	None	None	244527715212988416	4	None	False	None	None	False	ekborra	Sat Sep 08 20:08:45 +0000 2012	None	None
None	False	RT @evgenymorozov: How is web personalisation affecting the news? http://t.co/IAC6n7WJ	None	243059334156804097	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	False	None	None	243059334156804097	12	None	False	None	None	False	ekborra	Tue Sep 04 18:53:55 +0000 2012	None	None
False	None	False	@JanFolkersma dank voor de tip. Op Windows is xchat echter ook geen free software :(	Tue Sep 04 18:49:02 +0000 2012	False	243022610173161472	None	350921379	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	243022610173161472	ekborra	JanFolkersma	243058102772039680	None	0	None	243058102772039680	350921379
False	None	False	@JanFolkersma dank voor de suggestie, mIRC is echter geen free software	Tue Sep 04 16:27:13 +0000 2012	False	243013692004900864	None	350921379	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	243013692004900864	ekborra	JanFolkersma	243022414974423040	None	0	None	243022414974423040	350921379
None	False	RT @ibogost: "Hi Ian, You haven't visited Cow Clicker in a while and there's some activity you might have missed."	None	242948303321444353	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	False	None	None	242948303321444353	3	None	False	None	None	ekborra	Tue Sep 04 11:32:43 +0000 2012	None	None
False	None	False	@silvertje which book contains those essays?	Tue Sep 04 11:14:00 +0000 2012	False	242919117156413440	None	8273852	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	242919117156413440	ekborra	silvertje	242943592535056385	None	0	None	242943592535056385	8273852
False	None	False	@mirkoschaefer unfortunately mIRC is not free software	Tue Sep 04 10:02:52 +0000 2012	False	242925411175124992	None	195361298	<a href="http://itunes.apple.com/us/app/twitter/id409789998?mt=12" rel="nofollow">Twitter for Mac</a>	242925411175124992	ekborra	mirkoschaefer	242925692038287361	None	0	None	242925692038287361	195361298
